Household_ID,State,City,City_Type,Household_Size,Age_of_Household_Head,Education_Level,Employment_Status,Monthly_Income_INR,Rent_EMI_INR,Food_Expense_INR,Utilities_INR,Education_Expense_INR,Healthcare_Expense_INR,Transport_Expense_INR,Shopping_Expense_INR,Entertainment_Expense_INR,Other_Expenses_INR,Loan_Amount_INR,Monthly_Loan_Payment_INR,Savings_INR,Investment_INR,Financial_Goal,Emergency_Fund_Months,Internet_Access,Vehicle_Ownership,Financial_Stress_Level,Financial_Health_Score
HH00134,Tamil Nadu,Chennai,Semi-Urban,6,40,Graduate,Salaried,41500,3950,10200,3640,5460,3310,2310,3360,1290,1070,306000,8510,-1050,0,Education,0,Yes,Two_Wheeler_and_Car,High,31
HH00135,Kerala,Kochi,Rural,2,34,Graduate,Salaried,52300,4470,7060,3950,70,2870,2990,2500,1520,860,591000,8630,9320,4300,Emergency_Fund,18,Yes,Car,Low,77
HH00136,Andhra Pradesh,Tirupati,Urban,4,44,Secondary,Unemployed,23000,7120,2820,1970,2690,1210,1040,1780,430,890,236000,5470,-1650,0,None,0,Yes,None,High,27
HH00137,Odisha,Cuttack,Urban,6,39,Graduate,Government,71000,6110,13760,5470,7680,4350,6040,5340,1970,1200,264000,6330,7100,1750,Retirement,9.1,Yes,Two_Wheeler,Low,68
HH00138,Maharashtra,Nagpur,Semi-Urban,3,55,Diploma,Government,33600,5070,5750,2800,3810,2740,1860,1160,1420,640,206000,5430,1480,630,None,9.8,Yes,Car,Medium,57
HH00139,Gujarat,Ahmedabad,Urban,4,28,Graduate,Salaried,56300,7700,10810,3990,5840,2580,3590,3110,1880,2550,0,0,8590,2400,Retirement,18,Yes,Two_Wheeler,Very Low,82
HH00140,Andhra Pradesh,Vijayawada,Semi-Urban,7,35,Secondary,Daily Wage,17100,1760,2720,2230,1650,1220,1050,1120,660,360,108000,2560,850,190,Retirement,4.9,Yes,Car,Medium,52
HH00141,Maharashtra,Mumbai,Urban,5,35,Secondary,Unemployed,15400,5330,3230,2220,690,590,760,700,200,440,0,0,590,310,Education,7.9,Yes,Car,Medium,63
HH00142,Maharashtra,Nagpur,Urban,6,46,Graduate,Salaried,49200,13880,9660,5360,2460,1440,4640,3360,1870,2300,0,0,2140,1120,Vehicle,6.6,Yes,Two_Wheeler,Medium,62
HH00143,Uttar Pradesh,Lucknow,Semi-Urban,6,55,Secondary,Salaried,26100,7190,4870,2700,1650,1930,1540,1330,980,680,237000,5840,-1680,0,Home,0,Yes,Car,High,28
HH00144,Kerala,Kochi,Semi-Urban,3,49,Diploma,Retired,18400,4650,3040,1490,1740,1060,930,1520,610,580,200000,3320,-280,0,Emergency_Fund,0,No,Car,High,33
HH00145,Maharashtra,Mumbai,Urban,5,34,Diploma,Salaried,24000,7810,6810,2940,1490,1010,2000,1830,840,640,104000,1910,-2430,0,Home,0,Yes,Car,High,35
HH00146,Karnataka,Bengaluru,Semi-Urban,5,40,Postgraduate,Salaried,104500,14080,21040,8190,9060,4250,6350,4580,3780,4410,806000,10820,11330,5310,Home,12,Yes,Two_Wheeler,Low,69
HH00147,Tamil Nadu,Coimbatore,Rural,3,37,Secondary,Salaried,49900,12480,9860,3070,4900,2530,2660,3800,1220,1260,0,0,4790,2200,Education,18,Yes,Two_Wheeler,Low,74
HH00148,Delhi,New Delhi,Urban,1,49,Secondary,Salaried,28200,9840,4550,1210,390,1460,2180,1600,320,1190,183000,2470,2150,980,Retirement,5.9,Yes,Two_Wheeler,Medium,58
HH00149,Maharashtra,Pune,Rural,3,40,Graduate,Self-Employed,67600,21040,13860,4870,6480,4630,5650,3140,2260,3290,206000,5480,-2230,0,Vehicle,0,Yes,Two_Wheeler,High,38
HH00150,Andhra Pradesh,Tirupati,Urban,5,31,Secondary,Salaried,51900,14560,11200,4510,5590,3110,2790,2390,630,2250,574000,13920,-4190,0,Education,0,Yes,None,High,25
HH00151,Rajasthan,Jodhpur,Urban,5,49,Graduate,Salaried,35600,9510,4630,2720,3040,2530,1850,1500,1180,1390,0,0,4150,1980,Home,17.3,Yes,None,Low,77
HH00152,Uttar Pradesh,Noida,Semi-Urban,6,55,Graduate,Salaried,32900,10220,7740,3160,4350,2570,2510,2840,1250,760,0,0,-1900,0,Emergency_Fund,0,Yes,Car,Medium,42
HH00153,Telangana,Hyderabad,Urban,3,42,Below Secondary,Self-Employed,41300,13310,7360,2440,4810,1550,1960,3300,1530,1930,0,0,2050,650,Education,8.3,Yes,None,Medium,64
HH00154,Delhi,New Delhi,Rural,5,45,Postgraduate,Government,82100,18790,16530,5580,6940,5800,4220,2500,2490,3780,973000,18110,-2080,0,Retirement,0,Yes,Two_Wheeler,High,30
HH00155,Andhra Pradesh,Vijayawada,Urban,1,30,Graduate,Government,96100,26530,11400,5390,950,3630,5290,3070,3890,1710,0,0,16610,5440,Education,14.5,Yes,None,Very Low,88
HH00156,West Bengal,Siliguri,Urban,7,25,Graduate,Salaried,51100,3830,8740,5040,5670,2890,2670,1830,2090,2170,0,0,7380,3850,Home,18,Yes,Car,Very Low,85
HH00157,Karnataka,Mysuru,Urban,4,27,Postgraduate,Self-Employed,101200,10290,17870,7180,8570,3870,6930,3560,2120,4610,771000,13330,15980,5100,Home,18,Yes,Two_Wheeler,Low,72
HH00158,West Bengal,Kolkata,Semi-Urban,5,44,Postgraduate,Retired,37600,2700,4510,3270,2350,2010,2960,3160,1390,1410,0,0,11320,5300,None,18,Yes,Two_Wheeler,Very Low,95
HH00159,Gujarat,Vadodara,Semi-Urban,3,41,Secondary,Self-Employed,31500,8050,6280,3230,3150,1460,2180,1010,690,480,0,0,2360,1250,None,13.1,Yes,Two_Wheeler,Low,72
HH00160,Gujarat,Vadodara,Urban,2,49,Graduate,Retired,68700,5130,10800,4760,2790,3680,6330,5180,2860,3320,823000,22900,790,380,Retirement,2.6,Yes,Two_Wheeler,High,30
HH00161,Andhra Pradesh,Vijayawada,Urban,2,42,Diploma,Unemployed,19900,2620,5990,930,2870,1040,1500,890,330,960,219000,2650,100,40,Home,1.2,Yes,Two_Wheeler,High,39
HH00162,Uttar Pradesh,Kanpur,Urban,6,53,Graduate,Salaried,84600,10060,17650,6720,5770,4380,7530,2990,3610,1390,343000,8490,10910,4530,Education,10.6,Yes,Two_Wheeler,Low,71
HH00163,Karnataka,Mysuru,Urban,2,52,Graduate,Salaried,39100,5050,7060,3050,2620,2860,3150,2360,600,750,272000,7370,3460,1490,Vehicle,7.7,Yes,Two_Wheeler,Medium,56
HH00164,Andhra Pradesh,Visakhapatnam,Semi-Urban,6,41,Diploma,Salaried,37100,11090,8360,4500,2800,2530,1910,3260,1510,1770,179000,4590,-3690,0,Home,0,Yes,Two_Wheeler,High,33
HH00165,Delhi,New Delhi,Semi-Urban,3,35,Graduate,Salaried,80700,7360,13510,5320,10080,3880,8060,3120,1780,2140,0,0,19450,4760,Vehicle,12,Yes,Two_Wheeler,Very Low,89
HH00166,Tamil Nadu,Chennai,Urban,4,27,Graduate,Government,63100,16190,11410,5360,5210,4530,4200,4350,1070,1830,0,0,4860,1300,Emergency_Fund,2.7,Yes,Two_Wheeler_and_Car,Medium,61
HH00167,Rajasthan,Jodhpur,Urban,3,57,Secondary,Salaried,45700,2860,7500,2400,2900,2760,3250,2490,1130,690,481000,6930,10860,4100,Emergency_Fund,18,Yes,Two_Wheeler,Low,78
HH00168,Rajasthan,Udaipur,Semi-Urban,2,36,Graduate,Unemployed,10400,3000,2500,850,1370,590,1000,590,250,330,0,0,-60,0,Home,0,Yes,Two_Wheeler,Medium,45
HH00169,Karnataka,Mangaluru,Urban,4,31,Secondary,Government,61000,6710,12540,3360,8100,1900,4190,1960,980,2760,491000,7030,9140,3190,Emergency_Fund,4.6,Yes,None,Medium,63
HH00170,Odisha,Bhubaneswar,Urban,3,45,Graduate,Unemployed,12600,4290,3790,1290,970,900,720,630,410,260,59000,1020,-1010,0,Retirement,0,Yes,None,High,36
HH00171,Karnataka,Mysuru,Semi-Urban,4,31,Secondary,Self-Employed,53400,10330,,4020,6820,1840,3370,2560,2380,1630,624000,8360,880,470,Home,2.9,Yes,Two_Wheeler,Medium,42
HH00172,Maharashtra,Nagpur,Urban,4,45,Graduate,Salaried,41100,6340,7450,3250,3660,2440,2130,2710,420,1560,311000,8210,1820,540,Education,5.6,Yes,Car,Medium,48
HH00173,Karnataka,Bengaluru,Urban,3,41,Secondary,Salaried,46000,9960,7430,3750,5210,3530,2570,2900,1840,2020,171000,2910,2350,1080,Education,8.8,Yes,None,Medium,62
HH00174,Uttar Pradesh,Kanpur,Urban,4,52,Graduate,Daily Wage,79500,20580,12450,6610,5350,3680,6290,6270,1520,1290,947000,18120,-1730,0,Emergency_Fund,0,Yes,None,High,30
HH00175,Telangana,Hyderabad,Semi-Urban,5,52,Graduate,Salaried,64800,4550,10430,4630,3630,2570,6240,3240,2130,3080,739000,9230,12330,5590,Home,14.1,Yes,Two_Wheeler_and_Car,Low,74
HH00176,Andhra Pradesh,Visakhapatnam,Urban,2,54,Graduate,Retired,36700,10960,,3150,300,2410,2950,2860,1210,840,435000,7930,-450,0,Home,0,Yes,Two_Wheeler,High,31
HH00177,Maharashtra,Nagpur,Semi-Urban,3,46,Graduate,Salaried,82100,5070,13930,5620,6590,5890,7560,6080,830,3590,0,0,22270,3620,Home,18,Yes,Car,Very Low,92
HH00178,Odisha,Bhubaneswar,Urban,2,36,Graduate,Self-Employed,50200,4040,8290,3450,870,3710,3210,1740,760,2090,208000,5510,10720,3930,Emergency_Fund,18,Yes,Two_Wheeler,Very Low,82
HH00179,Uttar Pradesh,Kanpur,Urban,1,35,Secondary,Salaried,31700,8230,3730,2420,2860,1190,2460,1400,400,800,157000,3420,3400,680,None,18,Yes,Car,Low,67
HH00180,Gujarat,Surat,Semi-Urban,2,39,Graduate,Self-Employed,49000,3730,5590,3020,2950,3850,2250,2680,1590,1810,226000,5300,7540,3190,None,10.7,Yes,Two_Wheeler_and_Car,Low,79
HH00181,Uttar Pradesh,Varanasi,Urban,4,62,Diploma,Daily Wage,55300,2930,8840,4570,4120,4360,3470,4920,1680,1030,0,0,10750,2340,Retirement,18,Yes,Car,Very Low,89
HH00182,Uttar Pradesh,Kanpur,Urban,2,42,,Salaried,109200,35040,16640,5780,1760,6590,4940,7320,2810,1890,0,0,20400,5740,Emergency_Fund,18,Yes,None,Very Low,83
HH00183,Maharashtra,Nagpur,Urban,6,45,Postgraduate,Unemployed,19000,3740,2500,2620,1580,740,1600,1710,650,650,146000,3660,-240,0,Vehicle,0,Yes,Car,High,33
HH00184,Karnataka,Mangaluru,Semi-Urban,5,58,Graduate,Self-Employed,50900,3150,9950,3900,2670,3070,4650,4230,1750,1990,181000,3350,7460,2140,None,10.9,Yes,None,Low,77
HH00185,Gujarat,Vadodara,Urban,1,46,Secondary,Salaried,62200,5130,11250,4920,2910,1930,4770,3300,1240,1640,0,0,15940,7260,Vehicle,18,Yes,Car,Very Low,95
HH00186,West Bengal,Siliguri,Semi-Urban,4,37,Diploma,Unemployed,48600,5090,7450,3130,5640,3210,2730,1510,1100,2220,522000,13300,1910,750,Emergency_Fund,8.3,Yes,Two_Wheeler,Medium,47
HH00187,Tamil Nadu,Chennai,Urban,1,51,Graduate,Daily Wage,33300,3170,7910,2330,1000,1580,1740,2430,1250,1590,0,0,8480,3670,Vehicle,18,Yes,None,Very Low,90
HH00188,Andhra Pradesh,Visakhapatnam,Urban,2,40,Secondary,Salaried,98800,15580,14160,6570,1890,5790,4600,5650,2960,4430,815000,19820,7930,2440,Retirement,8.6,Yes,Two_Wheeler,Medium,60
HH00189,Gujarat,Surat,Urban,8,47,Graduate,Salaried,74700,19770,16550,5830,5430,5040,6110,3590,1510,3620,557000,9100,-1240,0,Retirement,0,Yes,Two_Wheeler,High,37
HH00190,Karnataka,Mysuru,Urban,4,49,Graduate,Unemployed,31700,3490,6370,2760,4370,1850,1980,1790,870,1180,0,0,5320,2270,Vehicle,18,Yes,Car,Very Low,81
HH00191,Uttar Pradesh,Kanpur,Semi-Urban,1,40,Graduate,Self-Employed,94900,29270,13410,5220,1260,3240,9350,7430,2400,2070,0,0,14250,2820,Vehicle,18,Yes,Two_Wheeler,Very Low,80
HH00192,Karnataka,Mangaluru,Urban,6,46,Secondary,Self-Employed,59400,15870,9460,4550,5080,1900,5040,4030,2540,1700,0,0,4200,1070,Retirement,9.9,Yes,Two_Wheeler,Low,72
HH00193,Telangana,Hyderabad,Rural,6,58,Graduate,Salaried,45500,7610,9570,4850,5000,3050,3840,3030,1420,2220,0,0,3940,1100,Emergency_Fund,18,No,None,Low,70
HH00194,Rajasthan,Jaipur,Urban,4,38,Diploma,Self-Employed,56300,15950,10140,3150,7560,2750,3060,4650,2340,1930,0,0,2590,680,Emergency_Fund,1.9,No,None,Medium,55
HH00195,Telangana,Hyderabad,Urban,5,56,Secondary,Salaried,60200,6720,11040,4700,4310,3200,3850,2350,1040,990,432000,7140,6930,2150,Retirement,7.4,Yes,Two_Wheeler_and_Car,Low,68
HH00196,Telangana,Warangal,Urban,5,39,Graduate,Salaried,117100,39360,22360,6650,12110,3300,9610,8200,4620,5830,582000,13240,-4140,0,Vehicle,0,Yes,Car,High,36
HH00197,Kerala,Thiruvananthapuram,Semi-Urban,5,60,Graduate,Salaried,102700,32350,20180,7380,6730,4600,6740,4110,1530,2720,0,0,7760,2820,Home,7.3,No,None,Low,68
HH00198,Uttar Pradesh,Lucknow,Urban,4,36,Graduate,Salaried,118400,39110,19750,7320,12190,6450,8460,6850,3420,4700,918000,13460,-1730,0,Home,0,Yes,Two_Wheeler,High,37
HH00199,Telangana,Nizamabad,Urban,6,40,Graduate,Self-Employed,56800,15310,12280,3760,2770,4370,4560,3020,2240,1070,219000,3270,2750,1200,Retirement,11,Yes,None,Medium,63
HH00200,Karnataka,Bengaluru,Rural,4,58,Secondary,Self-Employed,28900,3670,4230,2520,1980,1880,1930,1580,1240,690,0,0,6460,1720,None,18,Yes,Two_Wheeler_and_Car,Very Low,89
HH00201,Gujarat,Surat,Semi-Urban,3,58,Diploma,Government,34900,11140,8100,2070,2950,1740,2220,1900,470,1310,349000,6160,-2120,0,Retirement,0,Yes,Car,High,31
HH00202,Odisha,Cuttack,Urban,1,51,Secondary,Salaried,54800,5770,9340,3760,2940,1970,4440,4370,1600,2590,0,0,14860,6270,Business,18,Yes,Two_Wheeler,Very Low,92
HH00203,Maharashtra,Mumbai,Semi-Urban,3,34,Below Secondary,Salaried,53200,10370,7340,4200,3170,3070,3840,3620,1010,990,570000,9980,3310,1500,Emergency_Fund,2.5,Yes,None,Medium,46
HH00204,Telangana,Nizamabad,Urban,2,45,Diploma,Daily Wage,24900,6160,5680,1300,2260,870,1300,2060,920,680,0,0,2500,600,None,18,Yes,Car,Low,73
HH00205,Andhra Pradesh,Madanapalle,Urban,2,44,Graduate,Self-Employed,65100,21390,10640,4360,420,2150,5810,5230,2350,2700,208000,5370,2160,1150,Business,5.8,Yes,None,Medium,54
HH00206,Karnataka,Mangaluru,Urban,4,36,Graduate,Salaried,90300,30770,16870,5650,8240,6440,6750,6900,3980,1560,340000,8690,-4500,0,Retirement,0,No,Two_Wheeler,High,37
HH00207,Telangana,Hyderabad,Semi-Urban,7,50,Diploma,Government,44500,14280,9250,4060,4390,2540,4370,1470,460,1580,0,0,1050,350,None,1.9,Yes,Two_Wheeler,Medium,52
HH00208,West Bengal,Kolkata,Urban,2,37,Graduate,Salaried,60400,19090,8790,4820,1330,4630,3770,3560,2060,1590,406000,8660,1630,800,Emergency_Fund,4,Yes,Two_Wheeler,Medium,46
HH00209,Telangana,Hyderabad,Semi-Urban,3,32,Diploma,Salaried,81300,23630,13090,5040,6040,5420,6090,6930,1160,1360,0,0,7560,2740,Home,10.5,Yes,Two_Wheeler,Low,73
HH00210,Maharashtra,Pune,Semi-Urban,6,29,Secondary,Daily Wage,23800,2200,3380,3540,1190,1000,1880,1770,970,870,281000,3560,2450,910,Vehicle,17.7,Yes,Car,Medium,64
HH00211,West Bengal,Siliguri,Urban,4,59,Graduate,Salaried,46900,13210,5540,4470,2670,3560,4190,2210,1130,1290,333000,6470,1350,500,None,2.2,Yes,Two_Wheeler,Medium,44
HH00212,Kerala,Kozhikode,Urban,5,39,Graduate,Self-Employed,74400,15330,13180,5190,8090,3220,7360,2500,1360,2870,0,0,8440,2920,None,9.5,Yes,None,Low,76
HH00213,Telangana,Nizamabad,Semi-Urban,4,40,Graduate,Retired,43800,14120,6830,3560,5900,1140,3110,2570,1880,1600,405000,10710,-5640,0,Business,0,Yes,Two_Wheeler,High,24
HH00214,Rajasthan,Udaipur,Urban,4,35,Secondary,Salaried,169200,20540,28480,10080,14380,8290,12310,11810,2270,5090,575000,8640,27250,8370,Retirement,18,Yes,Two_Wheeler,Very Low,80
HH00215,West Bengal,Siliguri,Urban,2,56,Graduate,Self-Employed,147300,28620,23560,8620,2290,12130,10520,5410,6570,6760,0,0,36000,7030,Education,18,Yes,Two_Wheeler,Very Low,88
HH00216,Gujarat,Vadodara,Urban,3,32,Graduate,Salaried,300000,45210,50000,15000,30000,20000,15830,15770,9910,6720,1352000,20990,54790,17930,Retirement,18,Yes,Two_Wheeler,Low,78
HH00217,Telangana,Nizamabad,Rural,5,33,Graduate,Unemployed,10000,1000,2500,1770,800,500,920,600,240,490,100000,1270,-70,0,Business,0,Yes,Two_Wheeler,High,37
HH00218,Telangana,Nizamabad,Urban,1,41,Secondary,Salaried,99200,23760,13620,5910,1360,4420,4840,6510,1320,1980,0,0,23400,11700,Home,18,Yes,Two_Wheeler,Very Low,91
HH00219,Uttar Pradesh,Kanpur,Urban,3,44,Secondary,Retired,70100,8090,11970,4270,4610,4400,6210,5490,1480,3390,596000,15710,2470,1000,Business,3.4,Yes,Two_Wheeler,Medium,42
HH00220,Tamil Nadu,Chennai,Urban,4,50,Postgraduate,Salaried,76800,4960,12580,4780,9070,4790,6820,6800,2930,3470,529000,6360,10480,2840,Retirement,5.9,Yes,Two_Wheeler,Low,66
HH00221,Karnataka,Bengaluru,Urban,5,38,Secondary,Retired,27600,2170,2500,2590,3480,1060,2660,1410,680,910,169000,3020,3780,720,Education,8.4,Yes,Car,Low,72
HH00222,Maharashtra,Nagpur,Rural,4,58,Postgraduate,Daily Wage,42300,13230,9320,3410,5040,2790,2900,1730,770,1960,289000,4020,-1730,0,None,0,Yes,None,High,37
HH00223,West Bengal,Kolkata,Urban,5,38,Graduate,Salaried,56600,13160,10580,5020,7840,3700,4100,3010,780,1970,0,0,3350,1320,None,10.7,Yes,Two_Wheeler,Low,69
HH00224,Odisha,Bhubaneswar,Semi-Urban,5,35,Graduate,Government,34300,7420,6920,3050,1830,2650,3410,1830,480,870,0,0,4590,1460,Education,18,Yes,Two_Wheeler,Low,76
HH00225,Karnataka,Mangaluru,Semi-Urban,1,34,Secondary,Salaried,21200,3560,3270,1630,170,910,1440,1100,870,1050,0,0,5150,2370,Emergency_Fund,18,No,Two_Wheeler_and_Car,Very Low,91
HH00226,Uttar Pradesh,Noida,Urban,6,37,Postgraduate,Salaried,36900,5540,5290,3070,3910,1110,2080,1490,490,710,237000,3170,6690,2030,Retirement,18,Yes,Two_Wheeler,Low,79
HH00227,Andhra Pradesh,Madanapalle,Semi-Urban,6,33,Secondary,Salaried,46700,5820,8400,4510,6430,2780,2600,2210,1460,1270,0,0,7900,3070,Home,18,Yes,Two_Wheeler_and_Car,Very Low,82
HH00228,Delhi,New Delhi,Rural,3,51,Diploma,Government,60800,12590,10070,3910,8200,3020,3070,5440,1940,2520,402000,6090,1780,500,Home,6.4,Yes,Two_Wheeler,Medium,54
HH00229,Kerala,Kochi,Semi-Urban,4,35,Below Secondary,Salaried,21300,6250,3490,2070,1610,1200,1280,1840,390,460,89000,1760,770,200,Home,2.3,Yes,Two_Wheeler_and_Car,Medium,48
HH00230,Andhra Pradesh,Vijayawada,Semi-Urban,3,43,Below Secondary,Self-Employed,46000,5600,5930,3320,5930,1890,3880,3280,1250,1610,270000,6940,4170,1100,Emergency_Fund,16.2,Yes,None,Medium,63
HH00231,Telangana,Warangal,Urban,6,35,Graduate,Daily Wage,46900,9060,9990,3820,4290,2710,2960,2340,1330,820,0,0,6230,1630,Emergency_Fund,18,Yes,Car,Low,78
HH00232,Maharashtra,Pune,Semi-Urban,4,33,Secondary,Salaried,49300,9530,9630,3170,2450,1650,4030,3740,910,790,0,0,9530,2780,Vehicle,18,Yes,Two_Wheeler,Very Low,85
HH00233,Odisha,Bhubaneswar,Urban,4,54,Graduate,Salaried,91800,23090,15770,6290,4210,2990,4740,7210,1450,3380,657000,15730,4700,2070,Home,2.8,Yes,Two_Wheeler,Medium,46
HH00234,Kerala,Kochi,Semi-Urban,6,58,Graduate,Self-Employed,64700,7310,14570,5520,9050,5480,4400,2520,1580,1140,442000,5700,4220,1430,Emergency_Fund,7.4,Yes,Car,Medium,60
HH00235,Uttar Pradesh,Varanasi,Urban,4,55,Graduate,Salaried,125600,11440,23160,7250,16850,3850,6960,8470,2660,6080,1205000,28800,8410,4620,None,11.5,Yes,None,Medium,54
HH00236,Rajasthan,Jaipur,Urban,2,31,Graduate,Salaried,89400,10970,14350,5550,10,4170,7500,8040,1800,2250,0,0,28840,14390,None,18,Yes,Two_Wheeler,Very Low,98
HH00237,Maharashtra,Pune,Rural,5,32,Secondary,Salaried,19400,5540,2940,2440,2130,930,1670,970,590,790,66000,1000,250,120,Emergency_Fund,1.1,Yes,Two_Wheeler_and_Car,Medium,45
HH00238,Gujarat,Vadodara,Semi-Urban,5,62,Graduate,Salaried,131600,10340,24750,8320,12950,7890,10880,4230,2350,2010,743000,14840,15650,5780,Home,10.2,Yes,None,Low,73
HH00239,Andhra Pradesh,Tirupati,Urban,3,42,Secondary,Government,35000,4860,7060,2500,4180,2680,1690,2820,690,1300,406000,6950,130,50,Retirement,0.9,Yes,Two_Wheeler,High,35
HH00240,Andhra Pradesh,Visakhapatnam,Semi-Urban,4,32,Graduate,Salaried,54000,5810,7440,4510,3690,2490,4860,3600,1010,1210,515000,10180,4530,720,Home,4.4,Yes,Two_Wheeler,Medium,54
HH00241,Rajasthan,Jaipur,Rural,5,54,Graduate,Retired,102800,34050,17460,8000,6670,6550,8460,8240,3520,3010,798000,21790,-7410,0,Emergency_Fund,0,No,Two_Wheeler,High,29
HH00242,Gujarat,Surat,Semi-Urban,4,45,Graduate,Government,75100,8280,12760,5790,6770,3840,6970,2520,1660,2640,256000,6690,13300,2520,Home,18,Yes,Car,Low,76
HH00243,Karnataka,Mysuru,Rural,8,49,Below Secondary,Unemployed,10000,3000,2500,2830,600,610,940,570,200,340,0,0,-720,0,Business,0,Yes,Two_Wheeler,Medium,41
HH00244,Delhi,New Delhi,Semi-Urban,4,25,Diploma,Government,61000,10870,10710,4950,5590,4800,5110,2210,1930,1390,0,0,9960,2600,Home,18,Yes,Two_Wheeler,Very Low,80
HH00245,Kerala,Kozhikode,Rural,5,41,Postgraduate,Salaried,67700,14510,13650,5220,9180,5090,5670,4450,1320,1060,558000,13420,-2920,0,Education,0,No,Car,High,31
HH00246,Uttar Pradesh,Lucknow,Urban,5,53,Postgraduate,Salaried,83400,26620,16210,5500,5900,6610,6660,3820,2700,3830,971000,24640,-9870,0,Emergency_Fund,0,No,Two_Wheeler,High,21
HH00247,Kerala,Thiruvananthapuram,Urban,2,38,Graduate,Salaried,51900,2980,8020,3540,1580,3580,4330,4640,1180,1100,221000,4590,13840,4720,Home,18,Yes,Car,Very Low,85
HH00248,Maharashtra,Mumbai,Semi-Urban,1,55,Secondary,Government,24700,2710,3050,940,1820,1980,1490,1330,550,1140,0,0,4700,1920,Emergency_Fund,18,Yes,Two_Wheeler,Very Low,91
HH00249,Tamil Nadu,Coimbatore,Rural,7,32,Diploma,Government,25200,3290,6620,2770,2450,1490,2090,2090,420,1130,280000,6330,-1900,0,Education,0,Yes,Two_Wheeler,High,26
HH00250,Maharashtra,Pune,Urban,5,43,Postgraduate,Salaried,52100,16880,11700,4590,2630,2990,4850,4130,1090,820,158000,2690,-200,0,Vehicle,0,Yes,Two_Wheeler,Medium,42
HH00251,West Bengal,Kolkata,Urban,4,59,Secondary,Government,103300,9560,17940,6590,10550,4670,6270,3930,2950,4620,1084000,24130,8300,3900,Emergency_Fund,8.5,Yes,None,Medium,54
HH00252,Uttar Pradesh,Lucknow,Urban,1,34,Graduate,Salaried,36900,7070,5820,1870,80,2550,2510,2920,760,660,0,0,9850,3050,None,18,Yes,Two_Wheeler,Very Low,92
HH00253,Maharashtra,Mumbai,Semi-Urban,2,46,Diploma,Government,56000,19130,8240,3280,220,3530,3780,4540,2090,2070,0,0,7350,3620,Education,18,Yes,Car,Low,76
HH00254,Karnataka,Mysuru,Rural,1,49,Graduate,Salaried,90200,11760,10990,4600,1220,5600,7330,3140,940,2570,0,0,25750,6930,Vehicle,18,No,Two_Wheeler,Very Low,100
HH00255,Karnataka,Bengaluru,Semi-Urban,4,45,Below Secondary,Salaried,46500,6450,5780,3720,5430,2950,3760,3020,690,1550,0,0,7260,2270,Education,18,Yes,Two_Wheeler,Very Low,83
HH00256,Gujarat,Ahmedabad,Urban,4,42,Below Secondary,Self-Employed,87900,8650,17410,5620,10650,5640,7220,6630,1740,1380,0,0,14110,2890,Retirement,18,Yes,Car,Very Low,82
HH00257,Rajasthan,Jaipur,Urban,2,36,Diploma,Unemployed,13900,4400,3340,1140,1640,500,710,770,560,470,0,0,270,100,Business,3.3,Yes,Car,Medium,52
HH00258,Andhra Pradesh,Visakhapatnam,Rural,5,46,Postgraduate,Government,77700,15510,15370,5730,7030,5760,7410,3470,2670,3540,532000,8480,2190,620,Retirement,6.5,Yes,None,Medium,52
HH00259,Andhra Pradesh,Visakhapatnam,Urban,7,43,Graduate,Salaried,115100,21290,26130,8250,13370,4130,6180,4780,4520,4710,1056000,22320,-330,0,Emergency_Fund,0,Yes,Two_Wheeler_and_Car,High,33
HH00260,Kerala,Thiruvananthapuram,Urban,8,31,Graduate,Self-Employed,111600,30660,24020,7550,5090,6680,6830,7060,2980,4870,1211000,20450,-3830,0,Emergency_Fund,0,Yes,Two_Wheeler,High,32
HH00261,Telangana,Hyderabad,Urban,6,54,Postgraduate,Self-Employed,124500,7310,26480,7770,14060,6930,9820,4280,5080,5640,1098000,26340,7070,1720,None,13.5,Yes,Two_Wheeler,Medium,55
HH00262,Rajasthan,Jaipur,Semi-Urban,4,36,Diploma,Salaried,26800,6440,5290,2440,1750,990,2100,1380,1150,840,150000,4140,130,50,Education,0.9,,Car,High,38
HH00263,Karnataka,Bengaluru,Urban,4,31,Postgraduate,Government,113700,27580,19590,7580,5520,8540,6200,7260,1650,3840,1211000,20350,2850,1430,Home,3.5,Yes,Two_Wheeler_and_Car,Medium,43
HH00264,Telangana,Hyderabad,Urban,4,39,Secondary,Salaried,64300,15470,7990,4200,5630,2990,4050,3690,1430,3040,727000,18700,-1670,0,Retirement,0,Yes,Two_Wheeler,High,26
HH00265,Uttar Pradesh,Lucknow,Urban,2,36,Secondary,Self-Employed,50800,9650,5680,3030,1290,3560,4500,4130,1260,2390,280000,6280,6880,1420,Business,18,Yes,Two_Wheeler,Low,69
HH00266,Telangana,Hyderabad,Rural,6,42,Graduate,Salaried,34500,5030,9550,3470,4760,1630,2570,2790,1000,680,0,0,1450,240,Home,6.7,Yes,Two_Wheeler,Medium,62
HH00267,Karnataka,Mangaluru,Urban,5,33,Postgraduate,Daily Wage,53000,12510,12600,4230,3110,4030,5080,3560,1130,2610,0,0,2450,1210,None,4.1,No,Car,Medium,58
HH00268,Telangana,Nizamabad,Urban,5,48,Graduate,Salaried,41200,9860,5700,3490,5500,1100,2920,2090,1590,1580,158000,1930,4300,770,Business,5,Yes,None,Medium,62
